,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,lnac_x,lnac_y,lnac_z,mag_x,mag_y,mag_z,press_x,loc_latitude,loc_longitude,loc_height,loc_velocity,loc_direction,loc_horizontal,loc_vertical,labelTable,labelCycling,labelWalking,labelSitting,labelJogging
2023-06-09 14:26:22.678575292,-0.1160087585422857,0.19175125121999995,9.889459049742857,5.7618770578235284e-05,1.6569673467352954e-05,-2.883200069352941e-05,0.00016929839020000015,0.023851932531411765,0.0818605204015,23.437737184411763,4.040748483970588,-40.13593696058823,,52.38628391,4.887714254,3.803440034,-1.0,-1.0,6.488217187,6.488217187,1,0,0,0,0
2023-06-09 14:26:23.028575292,-0.11612423270000001,0.19169137574,9.884656180228573,-2.91395649202857e-05,0.00015839362253028576,-0.00012394547062265717,-0.00022765559894285704,0.023126482381428573,0.07741623309399999,23.386494227428575,4.063219669914285,-40.19844186000001,1013.85376,,,,,,,,1,0,0,0,0
2023-06-09 14:26:23.378575292,-0.11519616262571429,0.19350047083714286,9.885909288714284,9.177965445288573e-05,0.0002064262982757143,5.861160210514288e-05,0.0013829740490314286,0.022890830714999998,0.07819220873257143,23.490448651999998,4.147968946171429,-40.39897809714286,,,,,,,,,1,0,0,0,0
2023-06-09 14:26:23.728575292,-0.11454180908600001,0.19403079660000003,9.888235879057142,-0.00010538421834780001,4.355433798600001e-05,0.00013032639396199998,0.00032489296755428573,0.02358215172005714,0.07997844958114286,23.51175558885714,4.224948338028572,-40.22286638514285,,,,,,,,,1,0,0,0,0
2023-06-09 14:26:24.078575292,-0.11591894531628572,0.19302146693714287,9.888894509514286,9.165739159028563e-06,-1.2189256303971434e-05,-3.3988038601714294e-05,-9.977359898285719e-05,0.022380552037085718,0.08022176057868571,23.643429347142856,4.358351789228572,-40.02596522628571,1013.855133,52.38628391,4.887714254,3.755817682,-1.0,-1.0,6.488217187,6.488217187,1,0,0,0,0
2023-06-09 14:26:24.428575292,-0.1128995099857143,0.19202924456285714,9.889493264342859,-5.0442293299628524e-05,7.116209144085735e-06,-0.00025195871214122857,0.0025667008309885712,0.020492818140771425,0.08170997720114286,23.74951607771429,4.416138894257142,-39.91292375771429,,,,,,,,,1,0,0,0,0
2023-06-09 14:26:24.778575292,-0.117373064316,0.19288033186857145,9.886349801257142,-0.00014858241528428574,0.0003459318207877143,-0.00019892913821114287,-0.0013232812860657147,0.019301402531257145,0.080059558818,23.736634172285715,4.393074907599999,-40.19367065428572,,,,,,,,,1,0,0,0,0
2023-06-09 14:26:25.128575292,-0.11440180610147059,0.19221792781764704,9.889132501882354,2.2852153065676505e-05,-1.3380650438764665e-05,0.00016983789526,0.0005047297204676471,0.01974581294032353,0.0789990822357941,23.812050763235295,4.444961996617646,-40.088596119117646,1013.855133,,,,,,,,1,0,0,0,0
2023-06-09 14:26:25.478575292,-0.11445199584857144,0.19188810948285714,9.887196611685713,-6.782624400171427e-05,-0.0001386071887777142,0.000167656570146,0.0021809521829257144,0.018302629706505716,0.08103063097828572,23.710235159428578,4.342422485285714,-40.06182163742857,,,,,,,,,1,0,0,0,0
2023-06-09 14:26:25.828575292,-0.11667594255714285,0.19286322457142857,9.888270093714283,-0.0002382540310325714,2.6279844197068316e-05,-0.00028188496024399997,-0.0008362857499762861,0.02048609123257143,0.07884322101542855,23.667116655714285,4.240033394942857,-39.910406494285716,1013.850098,52.38628391,4.887714254,3.749534577,-1.0,-1.0,6.488217187,6.488217187,1,0,0,0,0
2023-06-09 14:26:26.178575292,-0.11497804477714287,0.19148181152285712,9.88756014142857,-0.00016391911942,-2.8033547909142872e-05,4.9046280637142815e-05,-1.0491314314285484e-05,0.017908367094857144,0.08001065938914285,23.593511309142855,4.336500658257143,-40.04374389628572,1013.850098,,,,,,,,1,0,0,0,0
2023-06-09 14:26:26.528575292,-0.11709079415428571,0.19174697440000002,9.885250658228573,0.00021198402890685713,4.8936417887428587e-05,-3.4894202186857156e-05,-0.00133640019302,0.018057881442885716,0.07721143019085713,23.678324018571427,4.304391370514286,-39.98892735057143,,,,,,,,,1,0,0,0,0
