,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,lnac_x,lnac_y,lnac_z,mag_x,mag_y,mag_z,press_x,loc_latitude,loc_longitude,loc_height,loc_velocity,loc_direction,loc_horizontal,loc_vertical,labelTable,labelCycling,labelWalking,labelSitting,labelJogging
2023-06-09 14:26:22.678575292,-0.1157363250688,0.192025181581,9.8868052826,5.089577390304041e-05,0.00011683478386767675,-5.7224704037101004e-05,0.0002962236732313129,0.023153389070939393,0.079189113269,23.438138248888887,4.082686260494949,-40.24422231333333,1013.85376,52.38628391,4.887714254,3.803440034,-1.0,-1.0,6.488217187,6.488217187,1,0,0,0,0
2023-06-09 14:26:23.678575292,-0.11461365967460001,0.193466683963,9.887999798600001,-4.175138077394001e-05,4.3519198673140013e-05,6.160608028170018e-06,0.0009679577635560001,0.022716338889,0.08048133936363999,23.614885787599995,4.31540828703,-40.059173278100005,1013.855133,52.38628391,4.887714254,3.755817682,-1.0,-1.0,6.488217187,6.488217187,1,0,0,0,0
2023-06-09 14:26:24.678575292,-0.11539034756919192,0.19242711847878785,9.888069471878788,-3.831976709108076e-05,0.00011027834228032322,4.636123775848487e-05,0.0005377347208181816,0.01934278391668384,0.07979441231057577,23.757085395151513,4.40344091859596,-40.125659364444445,1013.855133,,,,,,,,1,0,0,0,0
2023-06-09 14:26:25.678575292,-0.11586206359579998,0.192332043454,9.88748037873,-0.00015156403241919998,-5.968688521772612e-05,-0.00011904412879930002,-0.0004643970133476999,0.01897912225114,0.07928236194720001,23.641185074,4.293641662550001,-39.9814907834,1013.850098,52.38628391,4.887714254,3.749534577,-1.0,-1.0,6.488217187,6.488217187,1,0,0,0,0
2023-06-09 14:26:26.678575292,-0.1156180709838,0.190950416561,9.887480378749999,0.00016737479601548,-0.00010807927813880002,0.0001086130388883,-0.0012956809530509999,0.014824688137447996,0.07923444986309999,23.613348693799995,4.34134799956,-40.213314209100005,1013.859634,52.38624841,4.887707261,9.064968109,0.0,-1.0,12.90087814,12.90087814,1,0,0,0,0
2023-06-09 14:26:27.678575292,-0.11605260675353538,0.19302738536464645,9.888439913656567,0.0001410315421252525,3.0198658916767667e-05,7.419059059515156e-06,-0.0018621466927895962,0.014410364044878788,0.08043442845363635,23.57647019232324,4.450179514181818,-40.38035907151515,1013.859634,52.38624841,4.887707261,9.064968177,0.0,-1.0,12.90087814,12.90087814,1,0,0,0,0
2023-06-09 14:26:28.678575292,-0.116219819645,0.193257119747,9.88716303858,1.2228272964800003e-05,-1.8882387078430018e-05,-7.164936512939999e-05,-0.001482400456126,0.011324276972395998,0.07968102511150002,23.599360962299997,4.328692245439999,-40.185820617500006,,52.38624841,4.887707261,9.064968177,0.0,-1.0,9.455196949,9.455196949,1,0,0,0,0
2023-06-09 14:26:29.678575292,-0.11478403264444442,0.19365033236262627,9.887157731464647,0.00015725087226608385,-6.376549418656565e-05,-0.0001542333212170707,-0.0009240482434712122,0.011830920416311112,0.07992709685414143,23.70190576080808,4.299524172373738,-40.006175339595956,1013.859634,52.38624841,4.887707261,9.064968177,0.0,-1.0,7.598584244,7.598584244,1,0,0,0,0
2023-06-09 14:26:30.678575292,-0.11531420287630001,0.19365229797300004,9.88597600708,-1.1182734738130003e-05,-5.3160892553506e-05,-2.2047150408590003e-05,-0.0017747968703449002,0.011198388246899997,0.07851120191229999,23.715396423300003,4.30567722319,-40.10716186489999,1013.862991,52.38624841,4.887707261,9.064968177,0.0,-1.0,6.716521786,6.716521786,1,0,0,0,0
2023-06-09 14:26:31.678575292,-0.1173230255128,0.19324664154000004,9.88670499117,4.752365114699999e-05,0.00018550452310380001,-2.6165330773740003e-05,-0.002250130552168,0.0099122162365729,0.0792642823577,23.627440948100002,4.22177799221,-40.037210998700004,1013.862991,52.38624841,4.887707261,9.064968177,0.0,-1.0,5.704395049,5.704395049,1,0,0,0,0
